Defect_ID,Defect_Type,Machine_ID,Production_Line,Defect_Date,Root_Cause,Resolution_Comment,Resolved_Date
D1315,Burr Formation,MCH-398,Line-3,2025-05-15,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-05-16
D1316,Welding Porosity,MCH-206,Line-3,2025-05-30,Improper calibration,Replaced seal and added pressure monitoring,2025-06-03
D1317,Electrical Failure,MCH-250,Line-2,2025-07-20,Operator error,Replaced cutting tool and added tool inspection schedule,2025-07-25
D1318,Burr Formation,MCH-290,Line-3,2025-06-05,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-06-09
D1319,Overheating,MCH-277,Line-2,2025-07-03,Gas flow inconsistency,Polished die and added regular inspection routine,2025-07-07
D1320,Dimension Out of Tolerance,MCH-116,Line-5,2025-03-15,Worn-out die,Introduced torque check checklist and operator training,2025-03-18
D1321,Burr Formation,MCH-133,Line-2,2025-01-18,Operator error,Introduced torque check checklist and operator training,2025-01-23
D1322,Surface Crack,MCH-141,Line-3,2025-08-09,High machine vibration,Secured wiring and scheduled preventive inspection,2025-08-12
D1323,Surface Crack,MCH-387,Line-5,2025-01-23,Seal failure,Calibrated equipment and updated calibration logs,2025-01-27
D1324,Paint Peeling,MCH-421,Line-5,2025-08-24,Operator error,Calibrated oven temperature and added monitoring alert,2025-08-29
D1325,Burr Formation,MCH-473,Line-3,2025-06-02,Operator error,Replaced cutting tool and added tool inspection schedule,2025-06-04
D1326,Burr Formation,MCH-238,Line-4,2025-06-15,Coolant shortage,Secured wiring and scheduled preventive inspection,2025-06-17
D1327,Burr Formation,MCH-256,Line-2,2025-06-19,Tool wear,Replaced cutting tool and added tool inspection schedule,2025-06-24
D1328,Misalignment,MCH-201,Line-2,2025-07-31,Coolant shortage,Replaced seal and added pressure monitoring,2025-08-03
D1329,Loose Assembly,MCH-211,Line-2,2025-09-11,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-09-16
D1330,Welding Porosity,MCH-197,Line-5,2025-04-27,Improper calibration,Introduced torque check checklist and operator training,2025-05-02
D1331,Loose Assembly,MCH-104,Line-1,2025-06-12,Worn-out die,Replaced cutting tool and added tool inspection schedule,2025-06-15
D1332,Surface Crack,MCH-447,Line-4,2025-03-04,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-03-09
D1333,Paint Peeling,MCH-395,Line-2,2025-04-06,Improper calibration,Replaced cutting tool and added tool inspection schedule,2025-04-09
D1334,Overheating,MCH-242,Line-4,2025-08-06,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-08-10
D1335,Paint Peeling,MCH-285,Line-2,2025-03-10,Coolant shortage,Replaced cutting tool and added tool inspection schedule,2025-03-15
D1336,Welding Porosity,MCH-201,Line-4,2025-03-22,Improper curing temperature,Adjusted machine alignment and replaced worn-out bearings,2025-03-26
D1337,Paint Peeling,MCH-206,Line-3,2025-05-09,Improper calibration,Polished die and added regular inspection routine,2025-05-11
D1338,Loose Assembly,MCH-124,Line-2,2025-09-03,Gas flow inconsistency,Replaced gas regulator and trained operator,2025-09-07
D1339,Overheating,MCH-401,Line-4,2025-09-02,High machine vibration,Secured wiring and scheduled preventive inspection,2025-09-03
D1340,Burr Formation,MCH-165,Line-3,2025-08-21,Operator error,Secured wiring and scheduled preventive inspection,2025-08-24
D1341,Dimension Out of Tolerance,MCH-459,Line-2,2025-01-01,Worn-out die,Secured wiring and scheduled preventive inspection,2025-01-02
D1342,Paint Peeling,MCH-193,Line-5,2025-07-13,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-07-15
D1343,Overheating,MCH-237,Line-1,2025-08-16,Improper calibration,Introduced torque check checklist and operator training,2025-08-20
D1344,Overheating,MCH-447,Line-4,2025-07-03,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-07-05
D1345,Electrical Failure,MCH-272,Line-5,2025-04-05,Gas flow inconsistency,Adjusted machine alignment and replaced worn-out bearings,2025-04-09
D1346,Misalignment,MCH-418,Line-3,2025-03-12,Improper curing temperature,Replaced seal and added pressure monitoring,2025-03-16
D1347,Paint Peeling,MCH-140,Line-1,2025-03-04,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-03-07
D1348,Electrical Failure,MCH-443,Line-5,2025-06-11,Loose wiring,Replaced seal and added pressure monitoring,2025-06-14
D1349,Electrical Failure,MCH-247,Line-5,2025-08-17,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-08-19
D1350,Paint Peeling,MCH-270,Line-2,2025-09-06,Operator error,Replaced seal and added pressure monitoring,2025-09-09
D1351,Loose Assembly,MCH-473,Line-1,2025-07-24,Seal failure,Secured wiring and scheduled preventive inspection,2025-07-26
D1352,Burr Formation,MCH-283,Line-5,2025-06-06,Operator error,Replaced cutting tool and added tool inspection schedule,2025-06-11
D1353,Electrical Failure,MCH-433,Line-1,2025-06-20,Loose wiring,Introduced torque check checklist and operator training,2025-06-21
D1354,Paint Peeling,MCH-478,Line-4,2025-07-30,Worn-out die,Replaced gas regulator and trained operator,2025-07-31
D1355,Electrical Failure,MCH-239,Line-2,2025-06-02,High machine vibration,Replaced cutting tool and added tool inspection schedule,2025-06-07
D1356,Leakage,MCH-452,Line-5,2025-05-10,Gas flow inconsistency,Calibrated oven temperature and added monitoring alert,2025-05-12
D1357,Loose Assembly,MCH-280,Line-5,2025-01-19,Improper curing temperature,Refilled coolant tank and fixed coolant flow sensor,2025-01-22
D1358,Surface Crack,MCH-332,Line-2,2025-01-22,Loose wiring,Replaced cutting tool and added tool inspection schedule,2025-01-25
D1359,Misalignment,MCH-141,Line-3,2025-01-10,Improper curing temperature,Secured wiring and scheduled preventive inspection,2025-01-13
D1360,Paint Peeling,MCH-313,Line-3,2025-07-03,Improper calibration,Calibrated oven temperature and added monitoring alert,2025-07-06
D1361,Leakage,MCH-183,Line-2,2025-08-08,Gas flow inconsistency,Replaced gas regulator and trained operator,2025-08-13
D1362,Burr Formation,MCH-105,Line-1,2025-09-18,Improper calibration,Replaced gas regulator and trained operator,2025-09-22
D1363,Burr Formation,MCH-252,Line-2,2025-02-14,High machine vibration,Adjusted machine alignment and replaced worn-out bearings,2025-02-15
D1364,Overheating,MCH-171,Line-3,2025-02-09,Improper calibration,Polished die and added regular inspection routine,2025-02-10
D1365,Paint Peeling,MCH-159,Line-3,2025-01-11,Improper curing temperature,Replaced gas regulator and trained operator,2025-01-16
D1366,Leakage,MCH-440,Line-3,2025-03-30,Operator error,Calibrated equipment and updated calibration logs,2025-04-03
D1367,Leakage,MCH-260,Line-5,2025-06-04,Coolant shortage,Calibrated equipment and updated calibration logs,2025-06-05
D1368,Surface Crack,MCH-362,Line-4,2025-07-30,Loose wiring,Polished die and added regular inspection routine,2025-08-04
D1369,Loose Assembly,MCH-398,Line-2,2025-03-01,Worn-out die,Replaced seal and added pressure monitoring,2025-03-05
D1370,Electrical Failure,MCH-214,Line-3,2025-04-01,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-04-03
D1371,Overheating,MCH-223,Line-2,2025-08-31,Gas flow inconsistency,Calibrated oven temperature and added monitoring alert,2025-09-01
D1372,Dimension Out of Tolerance,MCH-383,Line-1,2025-08-23,Gas flow inconsistency,Calibrated oven temperature and added monitoring alert,2025-08-27
D1373,Leakage,MCH-103,Line-5,2025-03-08,Tool wear,Calibrated equipment and updated calibration logs,2025-03-12
D1374,Misalignment,MCH-256,Line-2,2025-08-14,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-08-19
D1375,Dimension Out of Tolerance,MCH-275,Line-2,2025-02-21,Improper curing temperature,Adjusted machine alignment and replaced worn-out bearings,2025-02-26
D1376,Overheating,MCH-197,Line-5,2025-07-20,Improper calibration,Polished die and added regular inspection routine,2025-07-23
D1377,Paint Peeling,MCH-165,Line-4,2025-05-18,Improper calibration,Replaced seal and added pressure monitoring,2025-05-20
D1378,Surface Crack,MCH-437,Line-3,2025-03-23,Tool wear,Calibrated oven temperature and added monitoring alert,2025-03-25
D1379,Surface Crack,MCH-500,Line-1,2025-06-02,Improper calibration,Replaced gas regulator and trained operator,2025-06-06
D1380,Misalignment,MCH-248,Line-3,2025-03-18,Operator error,Replaced cutting tool and added tool inspection schedule,2025-03-22
D1381,Electrical Failure,MCH-165,Line-4,2025-06-21,Tool wear,Replaced cutting tool and added tool inspection schedule,2025-06-26
D1382,Loose Assembly,MCH-314,Line-4,2025-08-19,Improper calibration,Replaced gas regulator and trained operator,2025-08-21
D1383,Electrical Failure,MCH-473,Line-4,2025-06-26,Loose wiring,Replaced gas regulator and trained operator,2025-06-27
D1384,Dimension Out of Tolerance,MCH-418,Line-3,2025-03-12,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-03-14
D1385,Burr Formation,MCH-324,Line-2,2025-08-25,Seal failure,Calibrated oven temperature and added monitoring alert,2025-08-26
D1386,Electrical Failure,MCH-173,Line-1,2025-04-05,Operator error,Refilled coolant tank and fixed coolant flow sensor,2025-04-06
D1387,Electrical Failure,MCH-291,Line-1,2025-05-10,Coolant shortage,Calibrated equipment and updated calibration logs,2025-05-13
D1388,Overheating,MCH-329,Line-3,2025-07-22,Tool wear,Polished die and added regular inspection routine,2025-07-27
D1389,Misalignment,MCH-439,Line-1,2025-06-03,Seal failure,Refilled coolant tank and fixed coolant flow sensor,2025-06-08
D1390,Burr Formation,MCH-441,Line-2,2025-01-03,Gas flow inconsistency,Calibrated equipment and updated calibration logs,2025-01-06
D1391,Welding Porosity,MCH-417,Line-4,2025-05-09,Improper curing temperature,Introduced torque check checklist and operator training,2025-05-12
D1392,Electrical Failure,MCH-113,Line-1,2025-06-11,Coolant shortage,Replaced gas regulator and trained operator,2025-06-16
D1393,Welding Porosity,MCH-410,Line-2,2025-01-16,Operator error,Introduced torque check checklist and operator training,2025-01-17
D1394,Burr Formation,MCH-136,Line-4,2025-01-24,Coolant shortage,Replaced seal and added pressure monitoring,2025-01-25
D1395,Electrical Failure,MCH-166,Line-1,2025-06-30,Loose wiring,Calibrated equipment and updated calibration logs,2025-07-01
D1396,Burr Formation,MCH-151,Line-4,2025-07-03,Operator error,Calibrated equipment and updated calibration logs,2025-07-08
D1397,Leakage,MCH-392,Line-5,2025-07-13,Operator error,Introduced torque check checklist and operator training,2025-07-18
D1398,Leakage,MCH-399,Line-5,2025-04-04,High machine vibration,Replaced cutting tool and added tool inspection schedule,2025-04-05
D1399,Loose Assembly,MCH-371,Line-4,2025-03-29,Tool wear,Introduced torque check checklist and operator training,2025-03-30
D1400,Misalignment,MCH-443,Line-5,2025-09-17,Tool wear,Secured wiring and scheduled preventive inspection,2025-09-22
D1401,Surface Crack,MCH-284,Line-1,2025-01-13,Worn-out die,Secured wiring and scheduled preventive inspection,2025-01-17
D1402,Overheating,MCH-229,Line-2,2025-09-05,Seal failure,Calibrated equipment and updated calibration logs,2025-09-10
D1403,Welding Porosity,MCH-394,Line-5,2025-07-24,Operator error,Refilled coolant tank and fixed coolant flow sensor,2025-07-25
D1404,Misalignment,MCH-481,Line-4,2025-05-21,Coolant shortage,Polished die and added regular inspection routine,2025-05-26
D1405,Overheating,MCH-153,Line-1,2025-01-07,Loose wiring,Calibrated equipment and updated calibration logs,2025-01-12
D1406,Misalignment,MCH-118,Line-3,2025-07-28,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-07-30
D1407,Leakage,MCH-321,Line-1,2025-07-08,Tool wear,Polished die and added regular inspection routine,2025-07-09
D1408,Overheating,MCH-272,Line-1,2025-06-21,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-06-25
D1409,Surface Crack,MCH-278,Line-3,2025-08-24,Operator error,Replaced cutting tool and added tool inspection schedule,2025-08-28
D1410,Loose Assembly,MCH-462,Line-3,2025-02-17,Coolant shortage,Adjusted machine alignment and replaced worn-out bearings,2025-02-19
D1411,Electrical Failure,MCH-199,Line-4,2025-01-09,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-01-12
D1412,Welding Porosity,MCH-333,Line-1,2025-07-11,Coolant shortage,Introduced torque check checklist and operator training,2025-07-16
D1413,Overheating,MCH-445,Line-5,2025-03-12,High machine vibration,Replaced seal and added pressure monitoring,2025-03-17
D1414,Misalignment,MCH-261,Line-1,2025-09-03,Operator error,Replaced cutting tool and added tool inspection schedule,2025-09-05
D1415,Dimension Out of Tolerance,MCH-344,Line-1,2025-02-13,Worn-out die,Calibrated equipment and updated calibration logs,2025-02-17
D1416,Surface Crack,MCH-386,Line-2,2025-01-31,Seal failure,Secured wiring and scheduled preventive inspection,2025-02-03
D1417,Electrical Failure,MCH-491,Line-2,2025-06-15,Improper calibration,Secured wiring and scheduled preventive inspection,2025-06-19
D1418,Welding Porosity,MCH-481,Line-3,2025-01-25,Coolant shortage,Calibrated equipment and updated calibration logs,2025-01-29
D1419,Loose Assembly,MCH-257,Line-5,2025-04-18,Gas flow inconsistency,Secured wiring and scheduled preventive inspection,2025-04-23
D1420,Misalignment,MCH-172,Line-2,2025-02-18,Gas flow inconsistency,Secured wiring and scheduled preventive inspection,2025-02-23
D1421,Overheating,MCH-255,Line-4,2025-01-26,Coolant shortage,Polished die and added regular inspection routine,2025-01-27
D1422,Dimension Out of Tolerance,MCH-388,Line-2,2025-01-09,Worn-out die,Calibrated equipment and updated calibration logs,2025-01-11
D1423,Overheating,MCH-275,Line-4,2025-05-16,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-05-21
D1424,Welding Porosity,MCH-245,Line-4,2025-09-10,Gas flow inconsistency,Calibrated oven temperature and added monitoring alert,2025-09-13
D1425,Burr Formation,MCH-417,Line-3,2025-02-02,Worn-out die,Polished die and added regular inspection routine,2025-02-03
D1426,Welding Porosity,MCH-169,Line-5,2025-07-01,High machine vibration,Calibrated equipment and updated calibration logs,2025-07-05
D1427,Welding Porosity,MCH-366,Line-2,2025-02-08,Operator error,Replaced cutting tool and added tool inspection schedule,2025-02-12
D1428,Surface Crack,MCH-138,Line-1,2025-09-17,Improper curing temperature,Adjusted machine alignment and replaced worn-out bearings,2025-09-19
D1429,Leakage,MCH-228,Line-5,2025-01-21,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-01-23
D1430,Surface Crack,MCH-227,Line-4,2025-07-24,Gas flow inconsistency,Calibrated oven temperature and added monitoring alert,2025-07-25
D1431,Loose Assembly,MCH-420,Line-4,2025-07-02,Coolant shortage,Polished die and added regular inspection routine,2025-07-07
D1432,Leakage,MCH-238,Line-3,2025-02-10,High machine vibration,Calibrated equipment and updated calibration logs,2025-02-11
D1433,Burr Formation,MCH-453,Line-2,2025-06-17,Operator error,Refilled coolant tank and fixed coolant flow sensor,2025-06-18
D1434,Loose Assembly,MCH-132,Line-5,2025-05-26,Loose wiring,Refilled coolant tank and fixed coolant flow sensor,2025-05-30
D1435,Surface Crack,MCH-390,Line-2,2025-02-23,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-02-27
D1436,Electrical Failure,MCH-413,Line-4,2025-02-07,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-02-12
D1437,Dimension Out of Tolerance,MCH-309,Line-3,2025-01-11,Seal failure,Polished die and added regular inspection routine,2025-01-15
D1438,Overheating,MCH-289,Line-5,2025-09-13,Operator error,Calibrated oven temperature and added monitoring alert,2025-09-14
D1439,Welding Porosity,MCH-347,Line-5,2025-06-26,Improper curing temperature,Adjusted machine alignment and replaced worn-out bearings,2025-06-28
D1440,Paint Peeling,MCH-415,Line-5,2025-01-09,Operator error,Adjusted machine alignment and replaced worn-out bearings,2025-01-14
